pub_sourceid,sourcetitle,AJSC_Codes
19700175157,Journal of Neonatal-Perinatal Medicine,2735
15268,Issues in Law and Medicine,2700
9500153979,"Cancer journal (Sudbury, Mass.)",1306
12788,Cost Effectiveness and Resource Allocation,2719
6000161177,HERD,2739
18825,Sao Paulo Medical Journal,2700
17900156736,Journal of Hematology and Oncology,1306
130034,Current Alzheimer Research,2808
17058,Nicotine and Tobacco Research,2739
15402,Journal of Child Psychology and Psychiatry and Allied Disciplines,2735
19200156914,Journal of Policy and Practice in Intellectual Disabilities,3306
13450,Counselling Psychology Quarterly,3203
19400158804,Translational Stroke Research,2705
22695,Remedial and Special Education,2739
21100464901,Neurophotonics,2801
29124,Cancer Epidemiology Biomarkers and Prevention,2730
21100259112,Australasian Journal of Paramedicine,2711
21124,Pharmaceutical Statistics,3004
16665,Journal of Biological Rhythms,1314
21100332435,World Journal for Pediatric and Congenital Hearth Surgery,2700
14320,Brain and Development,2735
19900188006,BioSocieties,3306
16597,CardioVascular and Interventional Radiology,2741
22163,Pediatric Surgery International,2735
17241,Journal of Ultrasound in Medicine,3614
19600157307,Current Cardiovascular Imaging Reports,2722
19700175063,European Journal of Mental Health,2739
19900193224,Social Medicine,2739
15221,Archives of Orthopaedic and Trauma Surgery,2746
16433,Journal of the History of Medicine and Allied Sciences,1202
21100369870,The Lancet HIV,2403
19700188364,Viruses,2725
12599,Breast Journal,2724
21100205761,European Heart Journal Cardiovascular Imaging,2705
5100155080,Neurotherapeutics,2736
21100242835,Journal of Environmental Health Science and Engineering,2312
29803,Research Quarterly for Exercise and Sport,3612
25294,Journal of Cystic Fibrosis,2740
19700182275,International Journal of Clinical Pharmacy,3611
21165,PharmacoEconomics,2719
19393,BJU International,2748
16088,Journal of Nanobiotechnology,2701
19992,Kidney International,2727
19450,"Journal of Health, Population and Nutrition",1106
18568,Journal of Histotechnology,2722
13356,Health Economics,2719
17837,Medical Journal of Australia,2700
21100413740,International Journal of Care Coordination,2719
19700175162,Journal of Diabetes,2712
23850,Journal of Cardiovascular Surgery,2705
17264,Magnetic Resonance Imaging,2741
21100246515,Journal of the American Heart Association,2705
21771,AIDS Research and Human Retroviruses,2725
5700169553,Residential Treatment for Children and Youth,2735
16533,Phytochemical Analysis,1313
28755,Brain Tumor Pathology,1306
20815,Immunology and Allergy Clinics of North America,2723
12595,Breast,2746
21100327124,Journal of primary care & community health,2739
71748,Indian Journal of Radiology and Imaging,2741
19900193277,Western Journal of Emergency Medicine,2711
19700174914,World Heart Journal,2705
21100790340,Oxford Medical Case Reports,2405
12646,Pathology and Oncology Research,1306
144883,Surgical Practice,2746
29702,Clinical Physiology and Functional Imaging,1314
14000155897,International Journal of Speech-Language Pathology,2922
15986,Journal of Occupational and Environmental Medicine,2739
3900148620,Journal of Family Nursing,2714
23884,Journal of Stroke and Cerebrovascular Diseases,2705
21129,European Spine Journal,2732
18572,Parkinsonism and Related Disorders,2808
25471,Blood Purification,2720
18960,Singapore Medical Journal,2700
19900191564,Journal of International Peacekeeping,3004
22072,Current Gene Therapy,2716
21100205761,European Heart Journal Cardiovascular Imaging,2741
21855,BMC Anesthesiology,2703
18601,Pneumologie,2740
19700174927,Journal of Ovarian Research,2729
28792,Cancer Biology and Therapy,2730
12602,American Journal of Human Biology,3314
23899,Journal of Thrombosis and Thrombolysis,2720
25419,Acta Haematologica,2720
21100228103,Journal Europeen des Urgences et de Reanimation,2706
29191,Journal of Aging and Physical Activity,2909
20862,Trends in Microbiology,2404
19545,AIDS Education and Prevention,2725
145587,Archives des Maladies Professionnelles et de l'Environnement,2739
19800188012,Journal of Morphological Sciences,2722
15000154803,Therapeutic Advances in Cardiovascular Disease,2705
16175,Medicine and Law,2719
21977,Acta Cardiologica,2705
4700152293,Acute Cardiac Care,2705
19900193224,Social Medicine,3306
144836,Scandinavian Psychoanalytic Review,3203
18576,Pediatric Neurosurgery,2735
6200180182,Chinese Journal of Tissue Engineering Research,1308
19700175053,International Journal of Women's Health,2913
19900193557,Sports Health,3612
26073,Stem Cells and Development,1309
15028,Indian Journal of Pediatrics,2735
11300153407,JACC: Cardiovascular Imaging,2705
15746,Pediatric Physical Therapy,3612
25935,Cytotherapy,2716
4700152825,Obesity,1310
25229,American Journal of Drug and Alcohol Abuse,2738
12841,Clinical Child and Family Psychology Review,2735
27516,Applied Health Economics and Health Policy,2719
21359,Seminars in Immunology,2403
29301,Clinical Anatomy,2702
19700171401,World Neurosurgery,2728
25231,American Journal on Addictions,2701
20701,Acta Cardiologica Sinica,2705
17067,Phytomedicine,3004
21369,Expert Review of Molecular Diagnostics,1312
19700175857,Emergencias,2711
21712,Journal of Pediatric Surgery,2735
16188,Journal of the International Neuropsychological Society,2738
16188,Journal of the International Neuropsychological Society,2800
26155,Journal of Oral Pathology and Medicine,3504
19700174930,Diabetology and Metabolic Syndrome,2712
25300,Journal of Viral Hepatitis,2721
16649,Dentomaxillofacial Radiology,3500
14143,Experimental Aging Research,2717
19300156914,Revista Andaluza de Medicina del Deporte,2737
23288,Topics in Early Childhood Special Education,2739
22041,Emotional and Behavioural Difficulties,3204
21100414802,Genes and Diseases,1303
17512,Journal of Water and Health,2725
22099,Environmental and Molecular Mutagenesis,2716
5300152611,European Journal of Trauma and Emergency Surgery,2746
11700154733,Journal of Biomedical Nanotechnology,2204
25337,Neurogastroenterology and Motility,2715
17100154713,Prion,1307
23402,European Journal of Applied Physiology,2732
19708,FEMS Microbiology Reviews,2404
4000148502,Rural and Remote Health,3306
24899,Photodermatology Photoimmunology and Photomedicine,2723
14893,International Journal of Psychoanalysis,3203
21100406908,European Urology Focus,2748
14801,Sexual and Relationship Therapy,2738
6500153248,Victims and Offenders,3202
16101,Human Brain Mapping,2741
20846,Health and Quality of Life Outcomes,2739
12721,Journal of Parenteral and Enteral Nutrition,2916
31458,Acupuncture in Medicine,2707
21100330721,Person-Centered and Experiential Psychotherapies,2738
19700188449,Medical Ultrasonography,3102
19800188017,"Journal of Orthopaedics, Trauma and Rehabilitation",3612
21100438328,Health security,2308
26030,Endocrine Journal,1310
19700175116,Frontiers in Neuroanatomy,2702
22994,Parasitology International,2725
6400153146,Head and Face Medicine,2728
21100372101,Nanotechnology Reviews,2701
21100391100,Psychoanalytic Study of the Child,2700
16901,Biological Trace Element Research,1308
21100466874,"Infection, Disease and Health",2725
15216,Journal of the American Podiatric Medical Association,2732
145675,Social Work in Mental Health,2739
7100153145,Developmental Neurorehabilitation,2742
16249,Journal of Behavior Therapy and Experimental Psychiatry,2738
12042,Legal and Criminological Psychology,3202
21658,Journal of Cranio-Maxillo-Facial Surgery,3504
29990,American Journal of Clinical Nutrition,2701
28645,Ultrasound in Obstetrics and Gynecology,2743
20153,AIDS and Behavior,3207
17500154721,Parasites and Vectors,2405
21082,Pharmaceutical Biology,2707
17407,Movement Disorders,2728
19700177555,Molecular Autism,2738
19240,Journal of Rheumatology,2403
12841,Clinical Child and Family Psychology Review,2738
7500153130,Annals of Gastroenterology,2715
17600154902,Japanese Journal of Radiology,2741
5700191212,Journal of Orthopaedic Surgery and Research,2732
21100470165,Advanced Science,1301
15856,Journal of Clinical Densitometry,2732
17025,Pflugers Archiv European Journal of Physiology,1308
21100258404,Applied Clinical Informatics,1706
94203,Anthropology and Medicine,3314
19700174935,Alzheimer's Research and Therapy,2805
19835,Current Sports Medicine Reports,2739
5800179586,International Breastfeeding Journal,2729
5800173385,Recent Patents on Anti-Cancer Drug Discovery,2736
23932,Analytical Letters,1607
19961,Molecular Medicine,1312
5800207419,Tizard Learning Disability Review,3203
16245,Journal of Affective Disorders,2738
21100197949,Interventional Cardiology Clinics,2705
15505,Journal of Family Psychotherapy,2738
14872,Child Psychiatry and Human Development,3204
21100205991,"Journal of Mental Health Training, Education and Practice",2921
24004,Physiological Reviews,1314
27630,The Journal of reproductive medicine,2743
17109,The Linacre quarterly,1211
14000155897,International Journal of Speech-Language Pathology,3616
40900,International Journal of Sport Nutrition and Exercise Metabolism,2701
18502,International Journal of Tuberculosis and Lung Disease,2725
18502,International Journal of Tuberculosis and Lung Disease,2740
19900193557,Sports Health,2732
4000148706,Clinical and Vaccine Immunology,1308
15898,Journal of Evaluation in Clinical Practice,2719
19900192592,Journal of Innovative Optical Health Sciences,2204
24868,Journal of Investigative Dermatology,1307
18518,Cytometry Part B - Clinical Cytometry,2722
19700188225,Heart Asia,2705
17407,Movement Disorders,2808
13192,Radioprotection,2104
18745,Psychoneuroendocrinology,2712
21309,AIDS,2725
17329,Photomedicine and Laser Surgery,2741
19700175140,Genome Medicine,1313
24060,Journal of Radioanalytical and Nuclear Chemistry,2739
21100316070,Oncology Research and Treatment,2730
110320,"American Journal of Medical Genetics, Part C: Seminars in Medical Genetics",2716
19499,BMC Women's Health,2729
21680,Journal of Hand Surgery,2746
5800173386,Current Drug Safety,3005
13124,"Trauma, Violence, and Abuse",3202
21000196010,Topics in antiviral medicine,2725
19700201314,Mycology,2404
21701,Journal of Laparoendoscopic and Advanced Surgical Techniques - Part A,2746
12759,Omega: Journal of Death and Dying,3306
15738,Pediatric Hematology and Oncology,2730
17698,Puerto Rico Health Sciences Journal,2700
38688,Journal of Agricultural Safety and Health,2213
19700201335,Scandinavian Journal of Disability Research,3612
17037,Physica Medica,1304
19450,"Journal of Health, Population and Nutrition",2739
7600153113,Breastfeeding Medicine,2919
29603,Clinical Orthopaedics and Related Research,2732
27592,Arthritis Research and Therapy,2745
21103,Milbank Quarterly,2739
28534,American Journal of Geriatric Psychiatry,2717
17049,Physiological Measurement,1304
28100,BMC Medical Ethics,3306
14478,Journal of Cataract and Refractive Surgery,2809
14155,Molecular Genetics and Metabolism,1310
21100349562,Aging and Disease,2728
23097,Coronary Artery Disease,2705
21100204102,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",3504
23985,Neurobiology of Aging,1309
21466,International Journal of Hygiene and Environmental Health,2739
40173,Asian Pacific Journal of Cancer Prevention,1306
26178,Journal of Public Health Dentistry,2739
17264,Magnetic Resonance Imaging,2204
15238,Iranian Biomedical Journal,1300
14993,Current Opinion in Neurology,2808
17838,Medical Journal of Malaysia,2700
21744,Planta Medica,1313
12661,Current Opinion in Obstetrics and Gynecology,2729
5000156906,Current Hematologic Malignancy Reports,2730
29928,Journal of Cancer Education,2730
23932,Analytical Letters,1603
13676,"Ear, Nose and Throat Journal",2733
22097,Neurosurgical Review,2746
14166,Journal of Health Economics,2739
18300156731,Nature Reviews Urology,2748
19700183045,Asia Pacific Family Medicine,2714
19700166614,International Journal of Orthopaedic and Trauma Nursing,2732
19700175022,Memo - Magazine of European Medical Oncology,2730
25454,Blood,2720
19700177126,Biopreservation and Biobanking,1307
21100237403,The Lancet Diabetes and Endocrinology,1310
19700174684,Journal of diabetes science and technology,1502
19700174904,Asian Journal of Pharmaceutical and Clinical Research,3004
15405,Journal of Child Psychotherapy,2738
6000195380,Regenerative Medicine,2204
5700191215,Infectious Agents and Cancer,2730
25935,Cytotherapy,1306
21790,Antiviral Therapy,2736
6600153204,Brain Structure and Function,2800
21165,PharmacoEconomics,3004
4000148706,Clinical and Vaccine Immunology,2726
29542,Journal of Anatomy,2702
21100243803,Asian Journal of Gerontology and Geriatrics,2717
21100243801,Multisensory research,1707
11700154712,Traumatology,2739
12403,Medical Oncology,2720
21124,Pharmaceutical Statistics,2613
13338,Health Care Analysis,2719
13231,World Journal of Surgical Oncology,2730
13217,European Journal of Health Economics,2719
13517,Ultrasonics Sonochemistry,2741
6000195386,Archives of Osteoporosis,2732
16819,Journal of the History of the Neurosciences,2728
145007,Clinical EEG and Neuroscience,2808
15987,Journal of Pain,2703
4000151902,Journal of the Canadian Academy of Child and Adolescent Psychiatry,2738
22240,Human Biology,1105
14491,Archives of Disease in Childhood,2735
20689,Autoimmunity Reviews,2723
19186,Clinical and Experimental Rheumatology,2403
18019,NeuroRehabilitation,2728
21100775590,Games for health journal,3306
5800207503,Future Microbiology,2404
20601,Paediatric Drugs,2735
12715,Journal of Human Nutrition and Dietetics,2916
28612,Canadian Journal on Aging/La Revue canadienne du vieillissment/Canadian Public Policy/Analyse de Politiques,3306
17300154942,Molecular Cytogenetics,1311
21100238667,Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,2723
4000148502,Rural and Remote Health,2701
18403,Apoptosis : an international journal on programmed cell death,1307
25296,Journal of Gastroenterology and Hepatology (Australia),2715
20106,CNS Drugs,2728
21100237602,Journal of Pharmacy and Nutrition Sciences,2701
11700154618,Child and Adolescent Psychiatry and Mental Health,2738
29164,International Journal of Geriatric Psychiatry,2717
21326,European Journal of Clinical Pharmacology,3004
29097,Cancer Chemotherapy and Pharmacology,2736
